   0.00000000       0.00000000    
   1.25663704E-03   1.25663669E-03
   2.51327408E-03   2.51327152E-03
   3.76991113E-03   3.76990228E-03
   5.02654817E-03   5.02652721E-03
   6.28318544E-03   6.28314400E-03
   7.53982225E-03   7.53975101E-03
   8.79646000E-03   8.79634637E-03
   1.00530963E-02   1.00529268E-02
   1.13097336E-02   1.13094924E-02
   1.25663709E-02   1.25660403E-02
   1.38230091E-02   1.38225686E-02
   1.50796445E-02   1.50790727E-02
   1.63362827E-02   1.63355563E-02
   1.75929200E-02   1.75920129E-02
   1.88495554E-02   1.88484397E-02
   2.01061927E-02   2.01048385E-02
   2.13628318E-02   2.13612076E-02
   2.26194672E-02   2.26175375E-02
   2.38761045E-02   2.38738358E-02
   2.51327418E-02   2.51300968E-02
   2.63893791E-02   2.63863169E-02
   2.76460182E-02   2.76424959E-02
   2.89026517E-02   2.88986284E-02
   3.01592890E-02   3.01547181E-02
   3.14159282E-02   3.14107612E-02
   3.26725654E-02   3.26667540E-02
   3.39292027E-02   3.39226946E-02
   3.51858400E-02   3.51785794E-02
   3.64424735E-02   3.64344083E-02
   3.76991108E-02   3.76901813E-02
   3.89557481E-02   3.89458947E-02
   4.02123854E-02   4.02015485E-02
   4.14690264E-02   4.14571427E-02
   4.27256636E-02   4.27126661E-02
   4.39823009E-02   4.39681225E-02
   4.52389345E-02   4.52235043E-02
   4.64955717E-02   4.64788191E-02
   4.77522090E-02   4.77340631E-02
   4.90088463E-02   4.89892289E-02
   5.02654836E-02   5.02443202E-02
   5.15221208E-02   5.14993295E-02
   5.27787581E-02   5.27542569E-02
   5.40353954E-02   5.40091023E-02
   5.52920364E-02   5.52638657E-02
   5.65486699E-02   5.65185361E-02
   5.78053035E-02   5.77731170E-02
   5.90619445E-02   5.90276122E-02
   6.03185780E-02   6.02820069E-02
   6.15752190E-02   6.15363158E-02
   6.28318563E-02   6.27905205E-02
   6.40884936E-02   6.40446320E-02
   6.53451309E-02   6.52986392E-02
   6.66017607E-02   6.65525347E-02
   6.78584054E-02   6.78063408E-02
   6.91150427E-02   6.90600276E-02
   7.03716800E-02   7.03136101E-02
